Pixel,Well,i,j
1,5,1,16
2,5,2,16
3,5,3,16
4,5,4,16
5,5,5,16
6,5,6,16
7,5,7,16
8,5,8,16
9,5,9,16
10,5,10,16
11,5,11,16
12,5,12,16
13,5,13,16
14,5,14,16
15,5,15,16
16,5,16,16
17,5,1,15
18,5,2,15
19,5,3,15
20,5,4,15
21,5,5,15
22,5,6,15
23,5,7,15
24,5,8,15
25,5,9,15
26,5,10,15
27,5,11,15
28,5,12,15
29,5,13,15
30,5,14,15
31,5,15,15
32,5,16,15
33,5,1,14
34,5,2,14
35,5,3,14
36,5,4,14
37,5,5,14
38,5,6,14
39,5,7,14
40,5,8,14
41,5,9,14
42,5,10,14
43,5,11,14
44,5,12,14
45,5,13,14
46,5,14,14
47,5,15,14
48,5,16,14
49,5,1,13
50,5,2,13
51,5,3,13
52,5,4,13
53,5,5,13
54,5,6,13
55,5,7,13
56,5,8,13
57,5,9,13
58,5,10,13
59,5,11,13
60,5,12,13
61,5,13,13
62,5,14,13
63,5,15,13
64,5,16,13
65,5,1,12
66,5,2,12
67,5,3,12
68,5,4,12
69,5,5,12
70,5,6,12
71,5,7,12
72,5,8,12
73,5,9,12
74,5,10,12
75,5,11,12
76,5,12,12
77,5,13,12
78,5,14,12
79,5,15,12
80,5,16,12
81,5,1,11
82,5,2,11
83,5,3,11
84,5,4,11
85,5,5,11
86,5,6,11
87,5,7,11
88,5,8,11
89,5,9,11
90,5,10,11
91,5,11,11
92,5,12,11
93,5,13,11
94,5,14,11
95,5,15,11
96,5,16,11
97,5,1,10
98,5,2,10
99,5,3,10
100,5,4,10
101,5,5,10
102,5,6,10
103,5,7,10
104,5,8,10
105,5,9,10
106,5,10,10
107,5,11,10
108,5,12,10
109,5,13,10
110,5,14,10
111,5,15,10
112,5,16,10
113,5,1,9
114,5,2,9
115,5,3,9
116,5,4,9
117,5,5,9
118,5,6,9
119,5,7,9
120,5,8,9
121,5,9,9
122,5,10,9
123,5,11,9
124,5,12,9
125,5,13,9
126,5,14,9
127,5,15,9
128,5,16,9
129,5,1,8
130,5,2,8
131,5,3,8
132,5,4,8
133,5,5,8
134,5,6,8
135,5,7,8
136,5,8,8
137,5,9,8
138,5,10,8
139,5,11,8
140,5,12,8
141,5,13,8
142,5,14,8
143,5,15,8
144,5,16,8
145,5,1,7
146,5,2,7
147,5,3,7
148,5,4,7
149,5,5,7
150,5,6,7
151,5,7,7
152,5,8,7
153,5,9,7
154,5,10,7
155,5,11,7
156,5,12,7
157,5,13,7
158,5,14,7
159,5,15,7
160,5,16,7
161,5,1,6
162,5,2,6
163,5,3,6
164,5,4,6
165,5,5,6
166,5,6,6
167,5,7,6
168,5,8,6
169,5,9,6
170,5,10,6
171,5,11,6
172,5,12,6
173,5,13,6
174,5,14,6
175,5,15,6
176,5,16,6
177,5,1,5
178,5,2,5
179,5,3,5
180,5,4,5
181,5,5,5
182,5,6,5
183,5,7,5
184,5,8,5
185,5,9,5
186,5,10,5
187,5,11,5
188,5,12,5
189,5,13,5
190,5,14,5
191,5,15,5
192,5,16,5
193,5,1,4
194,5,2,4
195,5,3,4
196,5,4,4
197,5,5,4
198,5,6,4
199,5,7,4
200,5,8,4
201,5,9,4
202,5,10,4
203,5,11,4
204,5,12,4
205,5,13,4
206,5,14,4
207,5,15,4
208,5,16,4
209,5,1,3
210,5,2,3
211,5,3,3
212,5,4,3
213,5,5,3
214,5,6,3
215,5,7,3
216,5,8,3
217,5,9,3
218,5,10,3
219,5,11,3
220,5,12,3
221,5,13,3
222,5,14,3
223,5,15,3
224,5,16,3
225,5,1,2
226,5,2,2
227,5,3,2
228,5,4,2
229,5,5,2
230,5,6,2
231,5,7,2
232,5,8,2
233,5,9,2
234,5,10,2
235,5,11,2
236,5,12,2
237,5,13,2
238,5,14,2
239,5,15,2
240,5,16,2
241,5,1,1
242,5,2,1
243,5,3,1
244,5,4,1
245,5,5,1
246,5,6,1
247,5,7,1
248,5,8,1
249,5,9,1
250,5,10,1
251,5,11,1
252,5,12,1
253,5,13,1
254,5,14,1
255,5,15,1
256,5,16,1
257,7,1,16
258,7,2,16
259,7,3,16
260,7,4,16
261,7,5,16
262,7,6,16
263,7,7,16
264,7,8,16
265,7,9,16
266,7,10,16
267,7,11,16
268,7,12,16
269,7,13,16
270,7,14,16
271,7,15,16
272,7,16,16
273,7,1,15
274,7,2,15
275,7,3,15
276,7,4,15
277,7,5,15
278,7,6,15
279,7,7,15
280,7,8,15
281,7,9,15
282,7,10,15
283,7,11,15
284,7,12,15
285,7,13,15
286,7,14,15
287,7,15,15
288,7,16,15
289,7,1,14
290,7,2,14
291,7,3,14
292,7,4,14
293,7,5,14
294,7,6,14
295,7,7,14
296,7,8,14
297,7,9,14
298,7,10,14
299,7,11,14
300,7,12,14
301,7,13,14
302,7,14,14
303,7,15,14
304,7,16,14
305,7,1,13
306,7,2,13
307,7,3,13
308,7,4,13
309,7,5,13
310,7,6,13
311,7,7,13
312,7,8,13
313,7,9,13
314,7,10,13
315,7,11,13
316,7,12,13
317,7,13,13
318,7,14,13
319,7,15,13
320,7,16,13
321,7,1,12
322,7,2,12
323,7,3,12
324,7,4,12
325,7,5,12
326,7,6,12
327,7,7,12
328,7,8,12
329,7,9,12
330,7,10,12
331,7,11,12
332,7,12,12
333,7,13,12
334,7,14,12
335,7,15,12
336,7,16,12
337,7,1,11
338,7,2,11
339,7,3,11
340,7,4,11
341,7,5,11
342,7,6,11
343,7,7,11
344,7,8,11
345,7,9,11
346,7,10,11
347,7,11,11
348,7,12,11
349,7,13,11
350,7,14,11
351,7,15,11
352,7,16,11
353,7,1,10
354,7,2,10
355,7,3,10
356,7,4,10
357,7,5,10
358,7,6,10
359,7,7,10
360,7,8,10
361,7,9,10
362,7,10,10
363,7,11,10
364,7,12,10
365,7,13,10
366,7,14,10
367,7,15,10
368,7,16,10
369,7,1,9
370,7,2,9
371,7,3,9
372,7,4,9
373,7,5,9
374,7,6,9
375,7,7,9
376,7,8,9
377,7,9,9
378,7,10,9
379,7,11,9
380,7,12,9
381,7,13,9
382,7,14,9
383,7,15,9
384,7,16,9
385,7,1,8
386,7,2,8
387,7,3,8
388,7,4,8
389,7,5,8
390,7,6,8
391,7,7,8
392,7,8,8
393,7,9,8
394,7,10,8
395,7,11,8
396,7,12,8
397,7,13,8
398,7,14,8
399,7,15,8
400,7,16,8
401,7,1,7
402,7,2,7
403,7,3,7
404,7,4,7
405,7,5,7
406,7,6,7
407,7,7,7
408,7,8,7
409,7,9,7
410,7,10,7
411,7,11,7
412,7,12,7
413,7,13,7
414,7,14,7
415,7,15,7
416,7,16,7
417,7,1,6
418,7,2,6
419,7,3,6
420,7,4,6
421,7,5,6
422,7,6,6
423,7,7,6
424,7,8,6
425,7,9,6
426,7,10,6
427,7,11,6
428,7,12,6
429,7,13,6
430,7,14,6
431,7,15,6
432,7,16,6
433,7,1,5
434,7,2,5
435,7,3,5
436,7,4,5
437,7,5,5
438,7,6,5
439,7,7,5
440,7,8,5
441,7,9,5
442,7,10,5
443,7,11,5
444,7,12,5
445,7,13,5
446,7,14,5
447,7,15,5
448,7,16,5
449,7,1,4
450,7,2,4
451,7,3,4
452,7,4,4
453,7,5,4
454,7,6,4
455,7,7,4
456,7,8,4
457,7,9,4
458,7,10,4
459,7,11,4
460,7,12,4
461,7,13,4
462,7,14,4
463,7,15,4
464,7,16,4
465,7,1,3
466,7,2,3
467,7,3,3
468,7,4,3
469,7,5,3
470,7,6,3
471,7,7,3
472,7,8,3
473,7,9,3
474,7,10,3
475,7,11,3
476,7,12,3
477,7,13,3
478,7,14,3
479,7,15,3
480,7,16,3
481,7,1,2
482,7,2,2
483,7,3,2
484,7,4,2
485,7,5,2
486,7,6,2
487,7,7,2
488,7,8,2
489,7,9,2
490,7,10,2
491,7,11,2
492,7,12,2
493,7,13,2
494,7,14,2
495,7,15,2
496,7,16,2
497,7,1,1
498,7,2,1
499,7,3,1
500,7,4,1
501,7,5,1
502,7,6,1
503,7,7,1
504,7,8,1
505,7,9,1
506,7,10,1
507,7,11,1
508,7,12,1
509,7,13,1
510,7,14,1
511,7,15,1
512,7,16,1
513,6,16,16
514,6,15,16
515,6,14,16
516,6,13,16
517,6,12,16
518,6,11,16
519,6,10,16
520,6,9,16
521,6,8,16
522,6,7,16
523,6,6,16
524,6,5,16
525,6,4,16
526,6,3,16
527,6,2,16
528,6,1,16
529,6,16,15
530,6,15,15
531,6,14,15
532,6,13,15
533,6,12,15
534,6,11,15
535,6,10,15
536,6,9,15
537,6,8,15
538,6,7,15
539,6,6,15
540,6,5,15
541,6,4,15
542,6,3,15
543,6,2,15
544,6,1,15
545,6,16,14
546,6,15,14
547,6,14,14
548,6,13,14
549,6,12,14
550,6,11,14
551,6,10,14
552,6,9,14
553,6,8,14
554,6,7,14
555,6,6,14
556,6,5,14
557,6,4,14
558,6,3,14
559,6,2,14
560,6,1,14
561,6,16,13
562,6,15,13
563,6,14,13
564,6,13,13
565,6,12,13
566,6,11,13
567,6,10,13
568,6,9,13
569,6,8,13
570,6,7,13
571,6,6,13
572,6,5,13
573,6,4,13
574,6,3,13
575,6,2,13
576,6,1,13
577,6,16,12
578,6,15,12
579,6,14,12
580,6,13,12
581,6,12,12
582,6,11,12
583,6,10,12
584,6,9,12
585,6,8,12
586,6,7,12
587,6,6,12
588,6,5,12
589,6,4,12
590,6,3,12
591,6,2,12
592,6,1,12
593,6,16,11
594,6,15,11
595,6,14,11
596,6,13,11
597,6,12,11
598,6,11,11
599,6,10,11
600,6,9,11
601,6,8,11
602,6,7,11
603,6,6,11
604,6,5,11
605,6,4,11
606,6,3,11
607,6,2,11
608,6,1,11
609,6,16,10
610,6,15,10
611,6,14,10
612,6,13,10
613,6,12,10
614,6,11,10
615,6,10,10
616,6,9,10
617,6,8,10
618,6,7,10
619,6,6,10
620,6,5,10
621,6,4,10
622,6,3,10
623,6,2,10
624,6,1,10
625,6,16,9
626,6,15,9
627,6,14,9
628,6,13,9
629,6,12,9
630,6,11,9
631,6,10,9
632,6,9,9
633,6,8,9
634,6,7,9
635,6,6,9
636,6,5,9
637,6,4,9
638,6,3,9
639,6,2,9
640,6,1,9
641,6,16,8
642,6,15,8
643,6,14,8
644,6,13,8
645,6,12,8
646,6,11,8
647,6,10,8
648,6,9,8
649,6,8,8
650,6,7,8
651,6,6,8
652,6,5,8
653,6,4,8
654,6,3,8
655,6,2,8
656,6,1,8
657,6,16,7
658,6,15,7
659,6,14,7
660,6,13,7
661,6,12,7
662,6,11,7
663,6,10,7
664,6,9,7
665,6,8,7
666,6,7,7
667,6,6,7
668,6,5,7
669,6,4,7
670,6,3,7
671,6,2,7
672,6,1,7
673,6,16,6
674,6,15,6
675,6,14,6
676,6,13,6
677,6,12,6
678,6,11,6
679,6,10,6
680,6,9,6
681,6,8,6
682,6,7,6
683,6,6,6
684,6,5,6
685,6,4,6
686,6,3,6
687,6,2,6
688,6,1,6
689,6,16,5
690,6,15,5
691,6,14,5
692,6,13,5
693,6,12,5
694,6,11,5
695,6,10,5
696,6,9,5
697,6,8,5
698,6,7,5
699,6,6,5
700,6,5,5
701,6,4,5
702,6,3,5
703,6,2,5
704,6,1,5
705,6,16,4
706,6,15,4
707,6,14,4
708,6,13,4
709,6,12,4
710,6,11,4
711,6,10,4
712,6,9,4
713,6,8,4
714,6,7,4
715,6,6,4
716,6,5,4
717,6,4,4
718,6,3,4
719,6,2,4
720,6,1,4
721,6,16,3
722,6,15,3
723,6,14,3
724,6,13,3
725,6,12,3
726,6,11,3
727,6,10,3
728,6,9,3
729,6,8,3
730,6,7,3
731,6,6,3
732,6,5,3
733,6,4,3
734,6,3,3
735,6,2,3
736,6,1,3
737,6,16,2
738,6,15,2
739,6,14,2
740,6,13,2
741,6,12,2
742,6,11,2
743,6,10,2
744,6,9,2
745,6,8,2
746,6,7,2
747,6,6,2
748,6,5,2
749,6,4,2
750,6,3,2
751,6,2,2
752,6,1,2
753,6,16,1
754,6,15,1
755,6,14,1
756,6,13,1
757,6,12,1
758,6,11,1
759,6,10,1
760,6,9,1
761,6,8,1
762,6,7,1
763,6,6,1
764,6,5,1
765,6,4,1
766,6,3,1
767,6,2,1
768,6,1,1
769,8,16,16
770,8,15,16
771,8,14,16
772,8,13,16
773,8,12,16
774,8,11,16
775,8,10,16
776,8,9,16
777,8,8,16
778,8,7,16
779,8,6,16
780,8,5,16
781,8,4,16
782,8,3,16
783,8,2,16
784,8,1,16
785,8,16,15
786,8,15,15
787,8,14,15
788,8,13,15
789,8,12,15
790,8,11,15
791,8,10,15
792,8,9,15
793,8,8,15
794,8,7,15
795,8,6,15
796,8,5,15
797,8,4,15
798,8,3,15
799,8,2,15
800,8,1,15
801,8,16,14
802,8,15,14
803,8,14,14
804,8,13,14
805,8,12,14
806,8,11,14
807,8,10,14
808,8,9,14
809,8,8,14
810,8,7,14
811,8,6,14
812,8,5,14
813,8,4,14
814,8,3,14
815,8,2,14
816,8,1,14
817,8,16,13
818,8,15,13
819,8,14,13
820,8,13,13
821,8,12,13
822,8,11,13
823,8,10,13
824,8,9,13
825,8,8,13
826,8,7,13
827,8,6,13
828,8,5,13
829,8,4,13
830,8,3,13
831,8,2,13
832,8,1,13
833,8,16,12
834,8,15,12
835,8,14,12
836,8,13,12
837,8,12,12
838,8,11,12
839,8,10,12
840,8,9,12
841,8,8,12
842,8,7,12
843,8,6,12
844,8,5,12
845,8,4,12
846,8,3,12
847,8,2,12
848,8,1,12
849,8,16,11
850,8,15,11
851,8,14,11
852,8,13,11
853,8,12,11
854,8,11,11
855,8,10,11
856,8,9,11
857,8,8,11
858,8,7,11
859,8,6,11
860,8,5,11
861,8,4,11
862,8,3,11
863,8,2,11
864,8,1,11
865,8,16,10
866,8,15,10
867,8,14,10
868,8,13,10
869,8,12,10
870,8,11,10
871,8,10,10
872,8,9,10
873,8,8,10
874,8,7,10
875,8,6,10
876,8,5,10
877,8,4,10
878,8,3,10
879,8,2,10
880,8,1,10
881,8,16,9
882,8,15,9
883,8,14,9
884,8,13,9
885,8,12,9
886,8,11,9
887,8,10,9
888,8,9,9
889,8,8,9
890,8,7,9
891,8,6,9
892,8,5,9
893,8,4,9
894,8,3,9
895,8,2,9
896,8,1,9
897,8,16,8
898,8,15,8
899,8,14,8
900,8,13,8
901,8,12,8
902,8,11,8
903,8,10,8
904,8,9,8
905,8,8,8
906,8,7,8
907,8,6,8
908,8,5,8
909,8,4,8
910,8,3,8
911,8,2,8
912,8,1,8
913,8,16,7
914,8,15,7
915,8,14,7
916,8,13,7
917,8,12,7
918,8,11,7
919,8,10,7
920,8,9,7
921,8,8,7
922,8,7,7
923,8,6,7
924,8,5,7
925,8,4,7
926,8,3,7
927,8,2,7
928,8,1,7
929,8,16,6
930,8,15,6
931,8,14,6
932,8,13,6
933,8,12,6
934,8,11,6
935,8,10,6
936,8,9,6
937,8,8,6
938,8,7,6
939,8,6,6
940,8,5,6
941,8,4,6
942,8,3,6
943,8,2,6
944,8,1,6
945,8,16,5
946,8,15,5
947,8,14,5
948,8,13,5
949,8,12,5
950,8,11,5
951,8,10,5
952,8,9,5
953,8,8,5
954,8,7,5
955,8,6,5
956,8,5,5
957,8,4,5
958,8,3,5
959,8,2,5
960,8,1,5
961,8,16,4
962,8,15,4
963,8,14,4
964,8,13,4
965,8,12,4
966,8,11,4
967,8,10,4
968,8,9,4
969,8,8,4
970,8,7,4
971,8,6,4
972,8,5,4
973,8,4,4
974,8,3,4
975,8,2,4
976,8,1,4
977,8,16,3
978,8,15,3
979,8,14,3
980,8,13,3
981,8,12,3
982,8,11,3
983,8,10,3
984,8,9,3
985,8,8,3
986,8,7,3
987,8,6,3
988,8,5,3
989,8,4,3
990,8,3,3
991,8,2,3
992,8,1,3
993,8,16,2
994,8,15,2
995,8,14,2
996,8,13,2
997,8,12,2
998,8,11,2
999,8,10,2
1000,8,9,2
1001,8,8,2
1002,8,7,2
1003,8,6,2
1004,8,5,2
1005,8,4,2
1006,8,3,2
1007,8,2,2
1008,8,1,2
1009,8,16,1
1010,8,15,1
1011,8,14,1
1012,8,13,1
1013,8,12,1
1014,8,11,1
1015,8,10,1
1016,8,9,1
1017,8,8,1
1018,8,7,1
1019,8,6,1
1020,8,5,1
1021,8,4,1
1022,8,3,1
1023,8,2,1
1024,8,1,1
1025,13,16,16
1026,13,15,16
1027,13,14,16
1028,13,13,16
1029,13,12,16
1030,13,11,16
1031,13,10,16
1032,13,9,16
1033,13,8,16
1034,13,7,16
1035,13,6,16
1036,13,5,16
1037,13,4,16
1038,13,3,16
1039,13,2,16
1040,13,1,16
1041,13,16,15
1042,13,15,15
1043,13,14,15
1044,13,13,15
1045,13,12,15
1046,13,11,15
1047,13,10,15
1048,13,9,15
1049,13,8,15
1050,13,7,15
1051,13,6,15
1052,13,5,15
1053,13,4,15
1054,13,3,15
1055,13,2,15
1056,13,1,15
1057,13,16,14
1058,13,15,14
1059,13,14,14
1060,13,13,14
1061,13,12,14
1062,13,11,14
1063,13,10,14
1064,13,9,14
1065,13,8,14
1066,13,7,14
1067,13,6,14
1068,13,5,14
1069,13,4,14
1070,13,3,14
1071,13,2,14
1072,13,1,14
1073,13,16,13
1074,13,15,13
1075,13,14,13
1076,13,13,13
1077,13,12,13
1078,13,11,13
1079,13,10,13
1080,13,9,13
1081,13,8,13
1082,13,7,13
1083,13,6,13
1084,13,5,13
1085,13,4,13
1086,13,3,13
1087,13,2,13
1088,13,1,13
1089,13,16,12
1090,13,15,12
1091,13,14,12
1092,13,13,12
1093,13,12,12
1094,13,11,12
1095,13,10,12
1096,13,9,12
1097,13,8,12
1098,13,7,12
1099,13,6,12
1100,13,5,12
1101,13,4,12
1102,13,3,12
1103,13,2,12
1104,13,1,12
1105,13,16,11
1106,13,15,11
1107,13,14,11
1108,13,13,11
1109,13,12,11
1110,13,11,11
1111,13,10,11
1112,13,9,11
1113,13,8,11
1114,13,7,11
1115,13,6,11
1116,13,5,11
1117,13,4,11
1118,13,3,11
1119,13,2,11
1120,13,1,11
1121,13,16,10
1122,13,15,10
1123,13,14,10
1124,13,13,10
1125,13,12,10
1126,13,11,10
1127,13,10,10
1128,13,9,10
1129,13,8,10
1130,13,7,10
1131,13,6,10
1132,13,5,10
1133,13,4,10
1134,13,3,10
1135,13,2,10
1136,13,1,10
1137,13,16,9
1138,13,15,9
1139,13,14,9
1140,13,13,9
1141,13,12,9
1142,13,11,9
1143,13,10,9
1144,13,9,9
1145,13,8,9
1146,13,7,9
1147,13,6,9
1148,13,5,9
1149,13,4,9
1150,13,3,9
1151,13,2,9
1152,13,1,9
1153,13,16,8
1154,13,15,8
1155,13,14,8
1156,13,13,8
1157,13,12,8
1158,13,11,8
1159,13,10,8
1160,13,9,8
1161,13,8,8
1162,13,7,8
1163,13,6,8
1164,13,5,8
1165,13,4,8
1166,13,3,8
1167,13,2,8
1168,13,1,8
1169,13,16,7
1170,13,15,7
1171,13,14,7
1172,13,13,7
1173,13,12,7
1174,13,11,7
1175,13,10,7
1176,13,9,7
1177,13,8,7
1178,13,7,7
1179,13,6,7
1180,13,5,7
1181,13,4,7
1182,13,3,7
1183,13,2,7
1184,13,1,7
1185,13,16,6
1186,13,15,6
1187,13,14,6
1188,13,13,6
1189,13,12,6
1190,13,11,6
1191,13,10,6
1192,13,9,6
1193,13,8,6
1194,13,7,6
1195,13,6,6
1196,13,5,6
1197,13,4,6
1198,13,3,6
1199,13,2,6
1200,13,1,6
1201,13,16,5
1202,13,15,5
1203,13,14,5
1204,13,13,5
1205,13,12,5
1206,13,11,5
1207,13,10,5
1208,13,9,5
1209,13,8,5
1210,13,7,5
1211,13,6,5
1212,13,5,5
1213,13,4,5
1214,13,3,5
1215,13,2,5
1216,13,1,5
1217,13,16,4
1218,13,15,4
1219,13,14,4
1220,13,13,4
1221,13,12,4
1222,13,11,4
1223,13,10,4
1224,13,9,4
1225,13,8,4
1226,13,7,4
1227,13,6,4
1228,13,5,4
1229,13,4,4
1230,13,3,4
1231,13,2,4
1232,13,1,4
1233,13,16,3
1234,13,15,3
1235,13,14,3
1236,13,13,3
1237,13,12,3
1238,13,11,3
1239,13,10,3
1240,13,9,3
1241,13,8,3
1242,13,7,3
1243,13,6,3
1244,13,5,3
1245,13,4,3
1246,13,3,3
1247,13,2,3
1248,13,1,3
1249,13,16,2
1250,13,15,2
1251,13,14,2
1252,13,13,2
1253,13,12,2
1254,13,11,2
1255,13,10,2
1256,13,9,2
1257,13,8,2
1258,13,7,2
1259,13,6,2
1260,13,5,2
1261,13,4,2
1262,13,3,2
1263,13,2,2
1264,13,1,2
1265,13,16,1
1266,13,15,1
1267,13,14,1
1268,13,13,1
1269,13,12,1
1270,13,11,1
1271,13,10,1
1272,13,9,1
1273,13,8,1
1274,13,7,1
1275,13,6,1
1276,13,5,1
1277,13,4,1
1278,13,3,1
1279,13,2,1
1280,13,1,1
1281,15,16,16
1282,15,15,16
1283,15,14,16
1284,15,13,16
1285,15,12,16
1286,15,11,16
1287,15,10,16
1288,15,9,16
1289,15,8,16
1290,15,7,16
1291,15,6,16
1292,15,5,16
1293,15,4,16
1294,15,3,16
1295,15,2,16
1296,15,1,16
1297,15,16,15
1298,15,15,15
1299,15,14,15
1300,15,13,15
1301,15,12,15
1302,15,11,15
1303,15,10,15
1304,15,9,15
1305,15,8,15
1306,15,7,15
1307,15,6,15
1308,15,5,15
1309,15,4,15
1310,15,3,15
1311,15,2,15
1312,15,1,15
1313,15,16,14
1314,15,15,14
1315,15,14,14
1316,15,13,14
1317,15,12,14
1318,15,11,14
1319,15,10,14
1320,15,9,14
1321,15,8,14
1322,15,7,14
1323,15,6,14
1324,15,5,14
1325,15,4,14
1326,15,3,14
1327,15,2,14
1328,15,1,14
1329,15,16,13
1330,15,15,13
1331,15,14,13
1332,15,13,13
1333,15,12,13
1334,15,11,13
1335,15,10,13
1336,15,9,13
1337,15,8,13
1338,15,7,13
1339,15,6,13
1340,15,5,13
1341,15,4,13
1342,15,3,13
1343,15,2,13
1344,15,1,13
1345,15,16,12
1346,15,15,12
1347,15,14,12
1348,15,13,12
1349,15,12,12
1350,15,11,12
1351,15,10,12
1352,15,9,12
1353,15,8,12
1354,15,7,12
1355,15,6,12
1356,15,5,12
1357,15,4,12
1358,15,3,12
1359,15,2,12
1360,15,1,12
1361,15,16,11
1362,15,15,11
1363,15,14,11
1364,15,13,11
1365,15,12,11
1366,15,11,11
1367,15,10,11
1368,15,9,11
1369,15,8,11
1370,15,7,11
1371,15,6,11
1372,15,5,11
1373,15,4,11
1374,15,3,11
1375,15,2,11
1376,15,1,11
1377,15,16,10
1378,15,15,10
1379,15,14,10
1380,15,13,10
1381,15,12,10
1382,15,11,10
1383,15,10,10
1384,15,9,10
1385,15,8,10
1386,15,7,10
1387,15,6,10
1388,15,5,10
1389,15,4,10
1390,15,3,10
1391,15,2,10
1392,15,1,10
1393,15,16,9
1394,15,15,9
1395,15,14,9
1396,15,13,9
1397,15,12,9
1398,15,11,9
1399,15,10,9
1400,15,9,9
1401,15,8,9
1402,15,7,9
1403,15,6,9
1404,15,5,9
1405,15,4,9
1406,15,3,9
1407,15,2,9
1408,15,1,9
1409,15,16,8
1410,15,15,8
1411,15,14,8
1412,15,13,8
1413,15,12,8
1414,15,11,8
1415,15,10,8
1416,15,9,8
1417,15,8,8
1418,15,7,8
1419,15,6,8
1420,15,5,8
1421,15,4,8
1422,15,3,8
1423,15,2,8
1424,15,1,8
1425,15,16,7
1426,15,15,7
1427,15,14,7
1428,15,13,7
1429,15,12,7
1430,15,11,7
1431,15,10,7
1432,15,9,7
